lake,year,ct
nhdhr_120020342,1993,Heavy consumption
nhdhr_120020342,1994,Heavy consumption
nhdhr_120020342,1995,Heavy consumption
nhdhr_120020342,1996,Heavy consumption
nhdhr_120020342,1997,Heavy consumption
nhdhr_120020342,1998,Heavy consumption
nhdhr_120020342,1999,Heavy consumption
nhdhr_120020342,2000,Heavy consumption
nhdhr_120020342,2001,Heavy consumption
nhdhr_120020342,2002,Heavy consumption
nhdhr_120020342,2003,Heavy consumption
nhdhr_120020342,2004,Heavy consumption
nhdhr_120020342,2005,Heavy consumption
nhdhr_120020342,2006,Heavy consumption
nhdhr_120020342,2007,Heavy consumption
nhdhr_120020342,2008,Heavy consumption
nhdhr_120020342,2009,Heavy consumption
nhdhr_120020342,2010,Heavy consumption
nhdhr_120020342,2011,Heavy consumption
nhdhr_120020342,2012,Heavy consumption
nhdhr_120020342,2013,Heavy consumption
nhdhr_120020342,2014,Heavy consumption
nhdhr_120020342,2015,Heavy consumption
nhdhr_120020342,2016,Heavy consumption
nhdhr_120020342,2017,Heavy consumption
nhdhr_120020342,2018,Heavy consumption
nhdhr_120020343,1979,Heavy consumption
nhdhr_120020343,1980,Heavy consumption
nhdhr_120020343,1981,Heavy consumption
nhdhr_120020343,1982,Heavy consumption
nhdhr_120020343,1983,Heavy consumption
nhdhr_120020343,1984,Heavy consumption
nhdhr_120020343,1985,Heavy consumption
nhdhr_120020343,1986,Heavy consumption
nhdhr_120020343,1987,Heavy consumption
nhdhr_120020343,1988,Heavy consumption
nhdhr_120020343,1989,Heavy consumption
nhdhr_120020343,1990,Heavy consumption
nhdhr_120020343,1991,Heavy consumption
nhdhr_120020343,1992,Heavy consumption
nhdhr_120020343,1993,Heavy consumption
nhdhr_120020343,1994,Heavy consumption
nhdhr_120020343,1995,Heavy consumption
nhdhr_120020343,1996,Heavy consumption
nhdhr_120020343,1997,Heavy consumption
nhdhr_120020343,1998,Heavy consumption
nhdhr_120020343,1999,Heavy consumption
nhdhr_120020343,2000,Heavy consumption
nhdhr_120020343,2001,Heavy consumption
nhdhr_120020343,2002,Heavy consumption
nhdhr_120020343,2003,Heavy consumption
nhdhr_120020343,2004,Heavy consumption
nhdhr_120020343,2005,Heavy consumption
nhdhr_120020343,2006,Heavy consumption
nhdhr_120020343,2007,Heavy consumption
nhdhr_120020343,2008,Heavy consumption
nhdhr_120020343,2009,Heavy consumption
nhdhr_120020343,2010,Heavy consumption
nhdhr_120020343,2011,Heavy consumption
nhdhr_120020343,2012,Heavy consumption
nhdhr_120020343,2013,Heavy consumption
nhdhr_120020343,2014,Heavy consumption
nhdhr_120020343,2015,Heavy consumption
nhdhr_120020343,2016,Heavy consumption
nhdhr_120020343,2017,Heavy consumption
nhdhr_120020343,2018,Heavy consumption
nhdhr_120020347,1979,Heavy consumption
nhdhr_120020347,1980,Heavy consumption
nhdhr_120020347,1981,Heavy consumption
nhdhr_120020347,1982,Heavy consumption
nhdhr_120020347,1983,Heavy consumption
nhdhr_120020347,1984,Heavy consumption
nhdhr_120020347,1985,Heavy consumption
nhdhr_120020347,1986,Heavy consumption
nhdhr_120020347,1987,Heavy consumption
nhdhr_120020347,1988,Heavy consumption
nhdhr_120020347,1989,Heavy consumption
nhdhr_120020347,1990,Heavy consumption
nhdhr_120020347,1991,Heavy consumption
nhdhr_120020347,1992,Heavy consumption
nhdhr_120020347,1993,Heavy consumption
nhdhr_120020347,1994,Heavy consumption
nhdhr_120020347,1995,Heavy consumption
nhdhr_120020347,1996,Heavy consumption
nhdhr_120020347,1997,Heavy consumption
nhdhr_120020347,1998,Heavy consumption
nhdhr_120020347,1999,Heavy consumption
nhdhr_120020347,2000,Heavy consumption
nhdhr_120020347,2001,Heavy consumption
nhdhr_120020347,2002,Heavy consumption
nhdhr_120020347,2003,Heavy consumption
nhdhr_120020347,2004,Heavy consumption
nhdhr_120020347,2005,Heavy consumption
nhdhr_120020347,2006,Heavy consumption
nhdhr_120020347,2007,Heavy consumption
nhdhr_120020347,2008,Heavy consumption
nhdhr_120020347,2009,Heavy consumption
nhdhr_120020347,2010,Heavy consumption
nhdhr_120020347,2011,Heavy consumption
nhdhr_120020347,2012,Heavy consumption
nhdhr_120020347,2013,Heavy consumption
nhdhr_120020347,2014,Heavy consumption
nhdhr_120020347,2015,Heavy consumption
nhdhr_120020347,2016,Heavy consumption
nhdhr_120020347,2017,Heavy consumption
nhdhr_120020347,2018,Heavy consumption
nhdhr_120020348,1979,Heavy consumption
nhdhr_120020348,1980,Heavy consumption
nhdhr_120020348,1981,Heavy consumption
nhdhr_120020348,1982,Heavy consumption
nhdhr_120020348,1983,Heavy consumption
nhdhr_120020348,1984,Heavy consumption
nhdhr_120020348,1985,Heavy consumption
nhdhr_120020348,1986,Heavy consumption
nhdhr_120020348,1987,Heavy consumption
nhdhr_120020348,1988,Heavy consumption
nhdhr_120020348,1989,Heavy consumption
nhdhr_120020348,1990,Heavy consumption
nhdhr_120020348,1991,Heavy consumption
nhdhr_120020348,1992,Heavy consumption
nhdhr_120020348,1993,Heavy consumption
nhdhr_120020348,1994,Heavy consumption
nhdhr_120020348,1995,Heavy consumption
nhdhr_120020348,1996,Heavy consumption
nhdhr_120020348,1997,Heavy consumption
nhdhr_120020348,1998,Heavy consumption
nhdhr_120020348,1999,Heavy consumption
nhdhr_120020348,2000,Heavy consumption
nhdhr_120020348,2001,Heavy consumption
nhdhr_120020348,2002,Heavy consumption
nhdhr_120020348,2003,Heavy consumption
nhdhr_120020348,2004,Heavy consumption
nhdhr_120020348,2005,Heavy consumption
nhdhr_120020348,2006,Heavy consumption
nhdhr_120020348,2007,Heavy consumption
nhdhr_120020348,2008,Heavy consumption
nhdhr_120020348,2009,Heavy consumption
nhdhr_120020348,2010,Heavy consumption
nhdhr_120020348,2011,Heavy consumption
nhdhr_120020348,2012,Heavy consumption
nhdhr_120020348,2013,Heavy consumption
nhdhr_120020348,2014,Heavy consumption
nhdhr_120020348,2015,Heavy consumption
nhdhr_120020348,2016,Heavy consumption
nhdhr_120020348,2017,Heavy consumption
nhdhr_120020348,2018,Heavy consumption
nhdhr_120020350,1979,Heavy consumption
nhdhr_120020350,1980,Heavy consumption
nhdhr_120020350,1981,Heavy consumption
nhdhr_120020350,1982,Heavy consumption
nhdhr_120020350,1983,Heavy consumption
nhdhr_120020350,1984,Heavy consumption
nhdhr_120020350,1985,Heavy consumption
nhdhr_120020350,1986,Heavy consumption
nhdhr_120020350,1987,Heavy consumption
nhdhr_120020350,1988,Heavy consumption
nhdhr_120020350,1989,Heavy consumption
nhdhr_120020350,1990,Heavy consumption
nhdhr_120020350,1991,Heavy consumption
nhdhr_120020350,1992,Heavy consumption
nhdhr_120020350,1993,Heavy consumption
nhdhr_120020350,1994,Heavy consumption
nhdhr_120020350,1995,Heavy consumption
nhdhr_120020350,1996,Heavy consumption
nhdhr_120020350,1997,Heavy consumption
nhdhr_120020350,1998,Heavy consumption
nhdhr_120020350,1999,Heavy consumption
nhdhr_120020350,2000,Heavy consumption
nhdhr_120020350,2001,Heavy consumption
nhdhr_120020350,2002,Heavy consumption
nhdhr_120020350,2003,Heavy consumption
nhdhr_120020350,2004,Heavy consumption
nhdhr_120020350,2005,Heavy consumption
nhdhr_120020350,2006,Heavy consumption
nhdhr_120020350,2007,Heavy consumption
nhdhr_120020350,2008,Heavy consumption
nhdhr_120020350,2009,Heavy consumption
nhdhr_120020350,2010,Heavy consumption
nhdhr_120020350,2011,Heavy consumption
nhdhr_120020350,2012,Heavy consumption
nhdhr_120020350,2013,Heavy consumption
nhdhr_120020350,2014,Heavy consumption
nhdhr_120020350,2015,Heavy consumption
nhdhr_120020350,2016,Heavy consumption
nhdhr_120020350,2017,Heavy consumption
nhdhr_120020350,2018,Heavy consumption
nhdhr_120020352,1979,Heavy consumption
nhdhr_120020352,1980,Heavy consumption
nhdhr_120020352,1981,Heavy consumption
nhdhr_120020352,1982,Heavy consumption
nhdhr_120020352,1983,Heavy consumption
nhdhr_120020352,1984,Heavy consumption
nhdhr_120020352,1985,Heavy consumption
nhdhr_120020352,1986,Heavy consumption
nhdhr_120020352,1987,Heavy consumption
nhdhr_120020352,1988,Heavy consumption
nhdhr_120020352,1989,Heavy consumption
nhdhr_120020352,1990,Heavy consumption
nhdhr_120020352,1991,Heavy consumption
nhdhr_120020352,1992,Heavy consumption
nhdhr_120020352,1993,Heavy consumption
nhdhr_120020352,1994,Heavy consumption
nhdhr_120020352,1995,Heavy consumption
nhdhr_120020352,1996,Heavy consumption
nhdhr_120020352,1997,Heavy consumption
nhdhr_120020352,1998,Heavy consumption
nhdhr_120020352,1999,Heavy consumption
nhdhr_120020352,2000,Heavy consumption
nhdhr_120020352,2001,Heavy consumption
nhdhr_120020352,2002,Heavy consumption
nhdhr_120020352,2003,Heavy consumption
nhdhr_120020352,2004,Heavy consumption
nhdhr_120020352,2005,Heavy consumption
nhdhr_120020352,2006,Heavy consumption
nhdhr_120020352,2007,Heavy consumption
nhdhr_120020352,2008,Heavy consumption
nhdhr_120020352,2009,Heavy consumption
nhdhr_120020352,2010,Heavy consumption
nhdhr_120020352,2011,Heavy consumption
nhdhr_120020352,2012,Heavy consumption
nhdhr_120020352,2013,Heavy consumption
nhdhr_120020352,2014,Heavy consumption
nhdhr_120020352,2015,Heavy consumption
nhdhr_120020352,2016,Heavy consumption
nhdhr_120020352,2017,Heavy consumption
nhdhr_120020352,2018,Heavy consumption
nhdhr_120020354,1979,Heavy consumption
nhdhr_120020354,1980,Heavy consumption
nhdhr_120020354,1981,Heavy consumption
nhdhr_120020354,1982,Heavy consumption
nhdhr_120020354,1983,Heavy consumption
nhdhr_120020354,1984,Heavy consumption
nhdhr_120020354,1985,Heavy consumption
nhdhr_120020354,1986,Heavy consumption
nhdhr_120020354,1987,Heavy consumption
nhdhr_120020354,1988,Heavy consumption
nhdhr_120020354,1989,Heavy consumption
nhdhr_120020354,1990,Heavy consumption
nhdhr_120020354,1991,Heavy consumption
nhdhr_120020354,1992,Heavy consumption
nhdhr_120020354,1993,Heavy consumption
nhdhr_120020354,1994,Heavy consumption
nhdhr_120020354,1995,Heavy consumption
nhdhr_120020354,1996,Heavy consumption
nhdhr_120020354,1997,Heavy consumption
nhdhr_120020354,1998,Heavy consumption
nhdhr_120020354,1999,Heavy consumption
nhdhr_120020354,2000,Heavy consumption
nhdhr_120020354,2001,Heavy consumption
nhdhr_120020354,2002,Heavy consumption
nhdhr_120020354,2003,Heavy consumption
nhdhr_120020354,2004,Heavy consumption
nhdhr_120020354,2005,Heavy consumption
nhdhr_120020354,2006,Heavy consumption
nhdhr_120020354,2007,Heavy consumption
nhdhr_120020354,2008,Heavy consumption
nhdhr_120020354,2009,Heavy consumption
nhdhr_120020354,2010,Heavy consumption
nhdhr_120020354,2011,Heavy consumption
nhdhr_120020354,2012,Heavy consumption
nhdhr_120020354,2013,Heavy consumption
nhdhr_120020354,2014,Heavy consumption
nhdhr_120020354,2015,Heavy consumption
nhdhr_120020354,2016,Heavy consumption
nhdhr_120020354,2017,Heavy consumption
nhdhr_120020354,2018,Heavy consumption
nhdhr_120020357,1979,Heavy consumption
nhdhr_120020357,1980,Heavy consumption
nhdhr_120020357,1981,Heavy consumption
nhdhr_120020357,1982,Heavy consumption
nhdhr_120020357,1983,Heavy consumption
nhdhr_120020357,1984,Heavy consumption
nhdhr_120020357,1985,Heavy consumption
nhdhr_120020357,1986,Heavy consumption
nhdhr_120020357,1987,Heavy consumption
nhdhr_120020357,1988,Heavy consumption
nhdhr_120020357,1989,Heavy consumption
nhdhr_120020357,1990,Heavy consumption
nhdhr_120020357,1991,Heavy consumption
nhdhr_120020357,1992,Heavy consumption
nhdhr_120020357,1993,Heavy consumption
nhdhr_120020357,1994,Heavy consumption
nhdhr_120020357,1995,Heavy consumption
nhdhr_120020357,1996,Heavy consumption
nhdhr_120020357,1997,Heavy consumption
nhdhr_120020357,1998,Heavy consumption
nhdhr_120020357,1999,Heavy consumption
nhdhr_120020357,2000,Heavy consumption
nhdhr_120020357,2001,Heavy consumption
nhdhr_120020357,2002,Heavy consumption
nhdhr_120020357,2003,Heavy consumption
nhdhr_120020357,2004,Heavy consumption
nhdhr_120020357,2005,Heavy consumption
nhdhr_120020357,2006,Heavy consumption
nhdhr_120020357,2007,Heavy consumption
nhdhr_120020357,2008,Heavy consumption
nhdhr_120020357,2009,Heavy consumption
nhdhr_120020357,2010,Heavy consumption
nhdhr_120020357,2011,Heavy consumption
nhdhr_120020357,2012,Heavy consumption
nhdhr_120020357,2013,Heavy consumption
nhdhr_120020357,2014,Heavy consumption
nhdhr_120020357,2015,Heavy consumption
nhdhr_120020357,2016,Heavy consumption
nhdhr_120020357,2017,Heavy consumption
nhdhr_120020357,2018,Heavy consumption
nhdhr_120020359,1979,Heavy consumption
nhdhr_120020359,1980,Heavy consumption
nhdhr_120020359,1981,Heavy consumption
nhdhr_120020359,1982,Heavy consumption
nhdhr_120020359,1983,Heavy consumption
nhdhr_120020359,1984,Heavy consumption
nhdhr_120020359,1985,Heavy consumption
nhdhr_120020359,1986,Heavy consumption
nhdhr_120020359,1987,Heavy consumption
nhdhr_120020359,1988,Heavy consumption
nhdhr_120020359,1989,Heavy consumption
nhdhr_120020359,1990,Heavy consumption
nhdhr_120020359,1991,Heavy consumption
nhdhr_120020359,1992,Heavy consumption
nhdhr_120020359,1993,Heavy consumption
nhdhr_120020359,1994,Heavy consumption
nhdhr_120020359,1995,Heavy consumption
nhdhr_120020359,1996,Heavy consumption
nhdhr_120020359,1997,Heavy consumption
nhdhr_120020359,1998,Heavy consumption
nhdhr_120020359,1999,Heavy consumption
nhdhr_120020359,2000,Heavy consumption
nhdhr_120020359,2001,Heavy consumption
nhdhr_120020359,2002,Heavy consumption
nhdhr_120020359,2003,Heavy consumption
nhdhr_120020359,2004,Heavy consumption
nhdhr_120020359,2005,Heavy consumption
nhdhr_120020359,2006,Heavy consumption
nhdhr_120020359,2007,Heavy consumption
nhdhr_120020359,2008,Heavy consumption
nhdhr_120020359,2009,Heavy consumption
nhdhr_120020359,2010,Heavy consumption
nhdhr_120020359,2011,Heavy consumption
nhdhr_120020359,2012,Heavy consumption
nhdhr_120020359,2013,Heavy consumption
nhdhr_120020359,2014,Heavy consumption
nhdhr_120020359,2015,Heavy consumption
nhdhr_120020359,2016,Heavy consumption
nhdhr_120020359,2017,Heavy consumption
nhdhr_120020359,2018,Heavy consumption
nhdhr_120020360,1979,Heavy consumption
nhdhr_120020360,1980,Heavy consumption
nhdhr_120020360,1981,Heavy consumption
nhdhr_120020360,1982,Heavy consumption
nhdhr_120020360,1983,Heavy consumption
nhdhr_120020360,1984,Heavy consumption
nhdhr_120020360,1985,Heavy consumption
nhdhr_120020360,1986,Heavy consumption
nhdhr_120020360,1987,Heavy consumption
nhdhr_120020360,1988,Heavy consumption
nhdhr_120020360,1989,Heavy consumption
nhdhr_120020360,1990,Heavy consumption
nhdhr_120020360,1991,Heavy consumption
nhdhr_120020360,1992,Heavy consumption
nhdhr_120020360,1993,Heavy consumption
nhdhr_120020360,1994,Heavy consumption
nhdhr_120020360,1995,Heavy consumption
nhdhr_120020360,1996,Heavy consumption
nhdhr_120020360,1997,Heavy consumption
nhdhr_120020360,1998,Heavy consumption
nhdhr_120020360,1999,Heavy consumption
nhdhr_120020360,2000,Heavy consumption
nhdhr_120020360,2001,Heavy consumption
nhdhr_120020360,2002,Heavy consumption
nhdhr_120020360,2003,Heavy consumption
nhdhr_120020360,2004,Heavy consumption
nhdhr_120020360,2005,Heavy consumption
nhdhr_120020360,2006,Heavy consumption
nhdhr_120020360,2007,Heavy consumption
nhdhr_120020360,2008,Heavy consumption
nhdhr_120020360,2009,Heavy consumption
nhdhr_120020360,2010,Heavy consumption
nhdhr_120020360,2011,Heavy consumption
nhdhr_120020360,2012,Heavy consumption
nhdhr_120020360,2013,Heavy consumption
nhdhr_120020360,2014,Heavy consumption
nhdhr_120020360,2015,Heavy consumption
nhdhr_120020360,2016,Heavy consumption
nhdhr_120020360,2017,Heavy consumption
nhdhr_120020360,2018,Heavy consumption
nhdhr_120020364,1979,Heavy consumption
nhdhr_120020364,1980,Heavy consumption
nhdhr_120020364,1981,Heavy consumption
nhdhr_120020364,1982,Heavy consumption
nhdhr_120020364,1983,Heavy consumption
nhdhr_120020364,1984,Heavy consumption
nhdhr_120020364,1985,Heavy consumption
nhdhr_120020364,1986,Heavy consumption
nhdhr_120020364,1987,Heavy consumption
nhdhr_120020364,1988,Heavy consumption
nhdhr_120020364,1989,Heavy consumption
nhdhr_120020364,1990,Heavy consumption
nhdhr_120020364,1991,Heavy consumption
nhdhr_120020364,1992,Heavy consumption
nhdhr_120020364,1993,Heavy consumption
nhdhr_120020364,1994,Heavy consumption
nhdhr_120020364,1995,Heavy consumption
nhdhr_120020364,1996,Heavy consumption
nhdhr_120020364,1997,Heavy consumption
nhdhr_120020364,1998,Heavy consumption
nhdhr_120020364,1999,Heavy consumption
nhdhr_120020364,2000,Heavy consumption
nhdhr_120020364,2001,Heavy consumption
nhdhr_120020364,2002,Heavy consumption
nhdhr_120020364,2003,Heavy consumption
nhdhr_120020364,2004,Heavy consumption
nhdhr_120020364,2005,Heavy consumption
nhdhr_120020364,2006,Heavy consumption
nhdhr_120020364,2007,Heavy consumption
nhdhr_120020364,2008,Heavy consumption
nhdhr_120020364,2009,Heavy consumption
nhdhr_120020364,2010,Heavy consumption
nhdhr_120020364,2011,Heavy consumption
nhdhr_120020364,2012,Heavy consumption
nhdhr_120020364,2013,Heavy consumption
nhdhr_120020364,2014,Heavy consumption
nhdhr_120020364,2015,Heavy consumption
nhdhr_120020364,2016,Heavy consumption
nhdhr_120020364,2017,Heavy consumption
nhdhr_120020364,2018,Heavy consumption
nhdhr_120020366,1979,Heavy consumption
nhdhr_120020366,1980,Heavy consumption
nhdhr_120020366,1981,Heavy consumption
nhdhr_120020366,1982,Heavy consumption
nhdhr_120020366,1983,Heavy consumption
nhdhr_120020366,1984,Heavy consumption
nhdhr_120020366,1985,Heavy consumption
nhdhr_120020366,1986,Heavy consumption
nhdhr_120020366,1987,Heavy consumption
nhdhr_120020366,1988,Heavy consumption
nhdhr_120020366,1989,Heavy consumption
nhdhr_120020366,1990,Heavy consumption
nhdhr_120020366,1991,Heavy consumption
nhdhr_120020366,1992,Heavy consumption
nhdhr_120020366,1993,Heavy consumption
nhdhr_120020366,1994,Heavy consumption
nhdhr_120020366,1995,Heavy consumption
nhdhr_120020366,1996,Heavy consumption
nhdhr_120020366,1997,Heavy consumption
nhdhr_120020366,1998,Heavy consumption
nhdhr_120020366,1999,Heavy consumption
nhdhr_120020366,2000,Heavy consumption
nhdhr_120020366,2001,Heavy consumption
nhdhr_120020366,2002,Heavy consumption
nhdhr_120020366,2003,Heavy consumption
nhdhr_120020366,2004,Heavy consumption
nhdhr_120020366,2005,Heavy consumption
nhdhr_120020366,2006,Heavy consumption
nhdhr_120020366,2007,Heavy consumption
nhdhr_120020366,2008,Heavy consumption
nhdhr_120020366,2009,Heavy consumption
nhdhr_120020366,2010,Heavy consumption
nhdhr_120020366,2011,Heavy consumption
nhdhr_120020366,2012,Heavy consumption
nhdhr_120020366,2013,Heavy consumption
nhdhr_120020366,2014,Heavy consumption
nhdhr_120020366,2015,Heavy consumption
nhdhr_120020366,2016,Heavy consumption
nhdhr_120020366,2017,Heavy consumption
nhdhr_120020366,2018,Heavy consumption
nhdhr_120020367,1979,Heavy consumption
nhdhr_120020367,1980,Heavy consumption
nhdhr_120020367,1981,Heavy consumption
nhdhr_120020367,1982,Heavy consumption
nhdhr_120020367,1983,Heavy consumption
nhdhr_120020367,1984,Heavy consumption
nhdhr_120020367,1985,Heavy consumption
nhdhr_120020367,1986,Heavy consumption
nhdhr_120020367,1987,Heavy consumption
nhdhr_120020367,1988,Heavy consumption
nhdhr_120020367,1989,Heavy consumption
nhdhr_120020367,1990,Heavy consumption
nhdhr_120020367,1991,Heavy consumption
nhdhr_120020367,1992,Heavy consumption
nhdhr_120020367,1993,Heavy consumption
nhdhr_120020367,1994,Heavy consumption
nhdhr_120020367,1995,Heavy consumption
nhdhr_120020367,1996,Heavy consumption
nhdhr_120020367,1997,Heavy consumption
nhdhr_120020367,1998,Heavy consumption
nhdhr_120020367,1999,Heavy consumption
nhdhr_120020367,2000,Heavy consumption
